"Student_ID","Job_Offers","Starting_Salary","Career_Satisfaction","Years_to_Promotion","Current_Job_Level","Work_Life_Balance","Entrepreneurship"
"S01248",4,50500,8,3,"Entry",5,"No"
"S01249",1,53200,10,5,"Mid",9,"No"
"S01250",1,77800,8,1,"Entry",4,"Yes"
"S01251",3,49700,3,1,"Entry",1,"No"
"S01252",0,39500,8,3,"Senior",8,"Yes"
"S01253",4,25000,10,2,"Executive",5,"No"
"S01254",4,39600,4,3,"Senior",4,"No"
"S01255",4,38700,2,4,"Entry",9,"No"
"S01256",0,25000,3,2,"Entry",9,"No"
"S01257",4,60100,8,1,"Executive",2,"No"
"S01258",4,57600,5,1,"Entry",1,"Yes"
"S01259",2,49600,2,2,"Mid",8,"No"
"S01260",2,35100,7,2,"Entry",9,"Yes"
"S01261",4,53700,5,2,"Entry",4,"No"
"S01262",5,59400,6,1,"Senior",1,"No"
"S01263",1,76500,2,1,"Entry",7,"Yes"
"S01264",5,55200,7,1,"Mid",5,"No"
"S01265",0,56900,1,1,"Entry",5,"No"
"S01266",1,52500,10,1,"Entry",5,"No"
"S01267",1,47100,10,3,"Entry",10,"No"
"S01268",0,61700,5,3,"Mid",9,"Yes"
"S01269",0,49200,9,3,"Executive",7,"Yes"
"S01270",3,47800,7,2,"Senior",2,"No"
"S01271",3,44500,9,1,"Mid",10,"No"
"S01272",3,45600,9,3,"Mid",9,"No"
"S01273",4,55100,1,2,"Senior",4,"No"
"S01274",5,59300,8,4,"Entry",5,"No"
"S01275",4,39200,7,5,"Mid",2,"No"
"S01276",4,53200,2,4,"Senior",3,"No"
"S01277",5,36600,3,4,"Mid",5,"No"
"S01278",3,59500,6,5,"Entry",1,"No"
"S01279",5,72100,3,2,"Mid",1,"No"
"S01280",0,58300,8,5,"Entry",1,"No"
"S01281",4,45200,4,2,"Senior",7,"No"
"S01282",0,65400,7,4,"Mid",10,"No"
"S01283",5,31500,4,5,"Senior",4,"Yes"
"S01284",3,54500,2,4,"Entry",4,"Yes"
"S01285",0,92400,7,5,"Executive",3,"No"
"S01286",4,36800,8,5,"Mid",2,"No"
"S01287",0,45100,1,1,"Senior",4,"No"
"S01288",3,46700,5,3,"Mid",2,"No"
"S01289",4,33200,10,3,"Entry",7,"No"
"S01290",4,38700,8,4,"Entry",10,"No"
"S01291",3,50400,1,4,"Entry",6,"No"
"S01292",1,74100,3,4,"Mid",6,"No"
"S01293",2,57200,2,1,"Entry",2,"Yes"
"S01294",3,66800,3,1,"Mid",5,"No"
"S01295",5,62500,3,4,"Mid",10,"No"
"S01296",0,55200,3,1,"Entry",8,"No"
"S01297",1,25000,1,5,"Entry",2,"No"
"S01298",3,74200,3,5,"Entry",8,"No"
"S01299",2,65400,2,5,"Senior",9,"No"
"S01300",4,54200,9,3,"Entry",3,"No"
"S01301",5,30800,10,5,"Entry",4,"No"
"S01302",2,28100,8,3,"Mid",8,"No"
"S01303",2,32000,6,5,"Mid",2,"No"
"S01304",5,39700,7,4,"Entry",2,"No"
"S01305",3,55500,1,3,"Entry",1,"No"
"S01306",4,46300,7,1,"Entry",2,"No"
"S01307",4,51400,8,3,"Entry",9,"No"
"S01308",2,58300,8,2,"Entry",5,"No"
"S01309",3,69600,6,3,"Entry",4,"No"
"S01310",4,40600,7,5,"Entry",2,"Yes"
"S01311",4,25000,2,5,"Entry",2,"No"
"S01312",0,38000,4,5,"Mid",6,"No"
"S01313",2,59000,8,1,"Mid",7,"No"
"S01314",1,62600,4,4,"Senior",4,"Yes"
"S01315",2,62900,8,3,"Senior",7,"No"
"S01316",3,39600,10,1,"Senior",1,"No"
"S01317",5,54900,4,2,"Entry",8,"No"
"S01318",5,72800,9,3,"Entry",3,"Yes"
"S01319",4,61300,1,5,"Mid",7,"No"
"S01320",4,25000,6,1,"Senior",7,"No"
"S01321",0,49300,1,1,"Mid",3,"No"
"S01322",4,45000,6,3,"Entry",5,"No"
"S01323",4,27600,4,1,"Mid",2,"Yes"
"S01324",5,72000,8,1,"Entry",9,"No"
"S01325",1,29200,8,1,"Senior",5,"No"
"S01326",2,48500,9,3,"Mid",4,"No"
"S01327",4,69600,7,5,"Mid",10,"No"
"S01328",3,36800,8,1,"Entry",3,"No"
"S01329",1,49500,3,1,"Mid",1,"No"
"S01330",1,57300,10,4,"Mid",7,"No"
"S01331",0,38000,4,2,"Mid",3,"Yes"
"S01332",3,41400,4,4,"Senior",10,"No"
"S01333",1,54500,6,5,"Mid",1,"No"
"S01334",2,59600,7,4,"Mid",10,"Yes"
"S01335",3,61800,9,3,"Senior",10,"No"
"S01336",2,35500,10,4,"Entry",8,"Yes"
"S01337",0,25600,6,3,"Entry",8,"No"
"S01338",0,62800,2,4,"Mid",3,"No"
"S01339",4,68700,10,4,"Entry",10,"No"
"S01340",2,88900,10,2,"Entry",3,"No"
"S01341",5,96900,7,3,"Entry",2,"No"
"S01342",2,76400,10,5,"Mid",8,"No"
"S01343",0,34500,9,1,"Entry",9,"No"
"S01344",5,47100,8,5,"Entry",4,"Yes"
"S01345",2,59700,4,4,"Entry",4,"Yes"
"S01346",3,56900,2,5,"Mid",5,"No"
"S01347",4,47500,8,4,"Entry",3,"No"
"S01348",4,69900,6,4,"Executive",5,"Yes"
"S01349",3,42500,8,1,"Mid",4,"No"
"S01350",1,53400,9,2,"Entry",8,"No"
"S01351",5,51100,3,2,"Mid",5,"No"
"S01352",5,57200,8,1,"Entry",7,"No"
"S01353",2,58200,10,5,"Senior",4,"No"
"S01354",1,37100,8,3,"Entry",2,"No"
"S01355",1,25000,5,1,"Entry",8,"No"
"S01356",2,43100,6,4,"Mid",4,"No"
"S01357",5,53700,5,2,"Entry",9,"No"
"S01358",0,57400,6,2,"Mid",6,"No"
"S01359",2,40800,1,5,"Senior",8,"Yes"
"S01360",0,54400,10,3,"Mid",9,"No"
"S01361",3,54000,10,1,"Entry",9,"No"
"S01362",0,40000,10,4,"Senior",9,"Yes"
"S01363",1,47600,2,4,"Entry",7,"Yes"
"S01364",1,32000,8,3,"Mid",3,"No"
"S01365",1,25000,1,5,"Mid",8,"No"
"S01366",5,68300,9,3,"Entry",7,"No"
"S01367",5,53000,7,5,"Mid",9,"No"
"S01368",0,44900,1,5,"Mid",5,"No"
"S01369",1,55700,5,1,"Senior",4,"No"
"S01370",4,57000,2,1,"Entry",2,"No"
"S01371",2,80300,1,4,"Entry",7,"Yes"
"S01372",1,70100,1,2,"Entry",6,"No"
"S01373",5,55300,5,5,"Mid",6,"No"
"S01374",0,82200,4,4,"Mid",10,"No"
"S01375",1,48600,5,2,"Entry",8,"No"
"S01376",0,68200,6,4,"Entry",1,"No"
"S01377",2,42000,1,5,"Entry",1,"No"
"S01378",0,50800,2,2,"Mid",4,"No"
"S01379",2,60100,2,3,"Senior",8,"No"
"S01380",1,53300,5,1,"Entry",5,"No"
"S01381",5,54400,10,1,"Mid",9,"No"
"S01382",4,53800,9,2,"Mid",3,"No"
"S01383",1,69600,7,2,"Entry",6,"No"
"S01384",2,51500,10,5,"Mid",6,"Yes"
"S01385",5,41100,4,2,"Mid",4,"No"
"S01386",3,49200,5,1,"Entry",2,"No"
"S01387",3,69400,7,5,"Senior",6,"No"
"S01388",3,62800,10,4,"Mid",10,"Yes"
"S01389",1,48400,9,1,"Entry",3,"No"
"S01390",0,38400,10,3,"Executive",8,"No"
"S01391",4,41700,7,5,"Entry",2,"Yes"
"S01392",5,49800,2,3,"Mid",3,"Yes"
"S01393",4,48800,4,2,"Mid",9,"Yes"
"S01394",5,39100,10,4,"Mid",2,"Yes"
"S01395",1,64300,4,2,"Mid",10,"No"
"S01396",2,41500,9,1,"Entry",1,"No"
"S01397",1,36400,8,4,"Entry",3,"No"
"S01398",3,47000,6,1,"Mid",10,"No"
"S01399",2,57000,8,4,"Mid",6,"No"
"S01400",4,36200,7,3,"Executive",8,"No"
"S01401",1,50800,8,1,"Mid",10,"No"
"S01402",0,43500,7,1,"Entry",5,"Yes"
"S01403",0,45100,2,2,"Entry",2,"No"
"S01404",4,49900,6,5,"Mid",8,"No"
"S01405",2,58900,4,1,"Senior",2,"No"
"S01406",3,50100,4,4,"Mid",4,"No"
"S01407",0,89300,10,2,"Entry",9,"No"
"S01408",0,60300,6,5,"Senior",7,"No"
"S01409",1,56100,8,1,"Entry",3,"No"
"S01410",5,45500,5,3,"Entry",1,"No"
"S01411",4,42400,3,2,"Mid",6,"No"
"S01412",0,65200,1,3,"Entry",9,"No"
"S01413",1,26200,5,4,"Mid",4,"Yes"
"S01414",2,66900,3,2,"Entry",7,"No"
"S01415",5,67400,3,2,"Entry",3,"No"
"S01416",0,48200,4,2,"Entry",1,"No"
"S01417",4,67300,9,5,"Mid",5,"Yes"
"S01418",1,45700,4,5,"Entry",1,"No"
"S01419",2,48600,5,1,"Entry",2,"No"
"S01420",1,57600,10,3,"Entry",7,"Yes"
"S01421",3,44400,5,1,"Entry",1,"Yes"
"S01422",4,60700,1,3,"Mid",6,"No"
"S01423",4,43000,7,1,"Entry",7,"No"
"S01424",5,54100,2,2,"Entry",4,"No"
"S01425",0,89600,6,2,"Mid",4,"No"
"S01426",5,57200,4,3,"Entry",2,"No"
"S01427",1,66300,5,2,"Senior",5,"No"
"S01428",2,63700,5,1,"Mid",7,"No"
"S01429",0,25000,4,5,"Entry",4,"No"
"S01430",4,48600,2,4,"Entry",8,"No"
"S01431",1,70600,8,1,"Senior",8,"No"
"S01432",2,32200,1,3,"Mid",7,"No"
"S01433",5,47400,9,2,"Mid",3,"No"
"S01434",4,82000,6,4,"Mid",10,"No"
"S01435",2,33100,4,4,"Entry",9,"Yes"
"S01436",5,67300,6,2,"Entry",8,"No"
"S01437",1,37100,9,1,"Entry",10,"No"
"S01438",2,58500,9,2,"Mid",1,"No"
"S01439",0,61000,3,5,"Senior",9,"No"
"S01440",0,62100,8,3,"Entry",7,"Yes"
"S01441",1,35900,1,2,"Mid",10,"No"
"S01442",5,67600,9,1,"Executive",10,"No"
"S01443",4,39400,7,5,"Entry",4,"No"
"S01444",3,26500,10,5,"Entry",5,"Yes"
"S01445",3,35300,7,1,"Entry",7,"No"
"S01446",3,37500,6,3,"Entry",8,"No"
"S01447",4,61400,1,4,"Mid",4,"No"
"S01448",0,65300,2,5,"Entry",7,"No"
"S01449",0,52200,3,1,"Entry",6,"No"
"S01450",5,35600,1,5,"Mid",9,"No"
"S01451",5,42100,5,4,"Mid",4,"No"
"S01452",0,48700,5,1,"Senior",4,"No"
"S01453",5,31500,6,5,"Senior",3,"No"
"S01454",1,33400,7,1,"Senior",8,"No"
"S01455",5,49900,10,1,"Entry",8,"No"
"S01456",0,46900,9,4,"Entry",4,"No"
"S01457",5,33500,7,1,"Entry",3,"No"
"S01458",0,69500,6,3,"Entry",6,"No"
"S01459",0,39500,9,5,"Entry",9,"No"
"S01460",3,32200,2,2,"Mid",8,"No"
"S01461",2,69300,6,3,"Mid",7,"No"
"S01462",0,54600,5,3,"Entry",7,"Yes"
"S01463",2,45700,6,1,"Mid",5,"Yes"
"S01464",5,39500,10,3,"Entry",2,"No"
"S01465",0,44500,1,3,"Entry",9,"Yes"
"S01466",3,39000,5,3,"Entry",3,"No"
"S01467",3,42200,8,1,"Executive",9,"No"
"S01468",5,52600,3,3,"Senior",10,"No"
"S01469",5,36400,3,2,"Entry",2,"No"
"S01470",5,25000,7,3,"Senior",1,"No"
"S01471",2,75400,7,1,"Entry",10,"No"
"S01472",3,31800,2,1,"Mid",7,"Yes"
"S01473",1,25900,8,4,"Mid",1,"No"
"S01474",4,68200,5,4,"Mid",8,"No"
"S01475",4,43000,9,2,"Entry",3,"No"
"S01476",5,55100,1,5,"Entry",3,"No"
"S01477",0,62600,4,4,"Entry",9,"Yes"
"S01478",3,63900,8,3,"Mid",1,"No"
"S01479",4,57700,9,1,"Mid",7,"No"
"S01480",2,39900,9,4,"Mid",2,"No"
"S01481",2,30600,10,1,"Entry",3,"No"
"S01482",5,77000,1,3,"Executive",10,"Yes"
"S01483",2,52000,1,1,"Executive",8,"Yes"
"S01484",0,57000,7,1,"Entry",3,"No"
"S01485",4,42700,6,4,"Entry",2,"Yes"
"S01486",4,54900,7,1,"Mid",7,"No"
"S01487",4,43700,8,3,"Entry",3,"No"
"S01488",2,45700,6,2,"Entry",8,"No"
"S01489",5,29800,10,1,"Entry",4,"No"
"S01490",2,56700,10,1,"Mid",6,"No"
"S01491",0,25000,10,3,"Entry",8,"No"
"S01492",5,66900,7,5,"Entry",4,"No"
"S01493",1,78700,7,3,"Mid",5,"No"
"S01494",4,43300,7,4,"Executive",3,"No"
"S01495",0,63300,2,4,"Mid",4,"No"
"S01496",2,44200,3,2,"Entry",10,"Yes"
"S01497",1,49900,10,1,"Entry",8,"No"
"S01498",3,41700,9,2,"Entry",7,"No"
"S01499",1,43600,1,2,"Mid",6,"No"
"S01500",0,43600,8,1,"Entry",5,"No"
"S01501",1,25000,7,1,"Mid",9,"No"
"S01502",2,54900,6,3,"Senior",4,"Yes"
"S01503",1,25000,1,2,"Entry",3,"Yes"
"S01504",2,44100,9,2,"Mid",6,"No"
"S01505",1,25000,2,4,"Mid",2,"No"
"S01506",0,44400,10,2,"Senior",9,"No"
"S01507",3,53900,5,3,"Executive",6,"Yes"
"S01508",4,70400,9,5,"Entry",3,"No"
"S01509",1,49300,8,2,"Entry",2,"Yes"
"S01510",3,45500,10,3,"Entry",9,"No"
"S01511",1,33200,4,3,"Entry",10,"No"
"S01512",5,36900,8,5,"Entry",3,"No"
"S01513",3,67600,9,3,"Senior",6,"Yes"
"S01514",2,56900,5,4,"Entry",9,"Yes"
"S01515",3,36400,1,5,"Entry",3,"No"
"S01516",4,25000,6,4,"Mid",9,"No"
"S01517",3,74600,4,2,"Mid",2,"No"
"S01518",4,31400,6,2,"Mid",4,"No"
"S01519",4,49800,1,3,"Entry",10,"No"
"S01520",3,36900,4,3,"Entry",3,"No"
"S01521",4,33500,5,5,"Entry",7,"No"
"S01522",4,52800,6,2,"Executive",4,"No"
"S01523",5,62800,5,1,"Executive",4,"No"
"S01524",2,59900,2,3,"Entry",1,"No"
"S01525",0,59000,3,5,"Mid",10,"No"
"S01526",2,34600,5,3,"Senior",3,"Yes"
"S01527",0,52500,7,5,"Entry",5,"No"
"S01528",0,55000,4,2,"Mid",5,"No"
"S01529",2,28800,6,3,"Entry",4,"No"
"S01530",4,25000,9,3,"Entry",7,"No"
"S01531",5,50800,10,1,"Senior",10,"No"
"S01532",2,37600,7,2,"Mid",10,"Yes"
"S01533",4,30600,3,5,"Senior",4,"No"
"S01534",2,25000,5,1,"Mid",7,"No"
"S01535",2,39400,9,5,"Entry",6,"No"
"S01536",5,73600,5,3,"Entry",6,"No"
"S01537",1,62900,3,4,"Senior",5,"No"
"S01538",3,72000,8,3,"Entry",8,"No"
"S01539",2,38900,7,2,"Entry",9,"No"
"S01540",3,66100,5,5,"Entry",9,"No"
"S01541",4,68600,5,1,"Entry",6,"Yes"
"S01542",1,72300,1,3,"Entry",5,"No"
"S01543",5,46200,8,5,"Senior",1,"No"
"S01544",1,42800,6,1,"Entry",3,"No"
"S01545",0,48700,5,3,"Senior",8,"No"
"S01546",5,51400,7,4,"Entry",1,"No"
"S01547",5,30400,2,4,"Entry",1,"No"
"S01548",3,41400,3,3,"Entry",8,"No"
"S01549",1,66700,9,2,"Mid",7,"No"
"S01550",4,41600,5,4,"Mid",2,"No"
"S01551",0,51100,6,5,"Mid",6,"Yes"
"S01552",1,57100,8,2,"Mid",9,"No"
"S01553",4,68700,3,2,"Entry",8,"No"
"S01554",3,59100,1,3,"Mid",6,"No"
"S01555",4,64000,4,5,"Mid",2,"Yes"
"S01556",4,56500,2,5,"Entry",3,"No"
"S01557",4,54400,9,1,"Mid",3,"No"
"S01558",2,63100,4,4,"Entry",9,"No"
"S01559",5,25000,9,4,"Entry",9,"Yes"
"S01560",1,60600,7,2,"Entry",5,"No"
"S01561",4,25000,7,2,"Entry",5,"No"
"S01562",0,42300,1,3,"Mid",8,"No"
"S01563",2,63400,2,5,"Entry",3,"No"
"S01564",4,47500,7,4,"Entry",9,"No"
"S01565",4,48900,5,1,"Executive",5,"No"
"S01566",5,53600,7,4,"Senior",9,"No"
"S01567",1,77900,3,4,"Senior",10,"Yes"
"S01568",2,25000,8,4,"Entry",9,"No"
"S01569",4,39200,4,2,"Mid",4,"No"
"S01570",4,70900,8,5,"Entry",2,"No"
"S01571",3,46200,6,5,"Entry",7,"Yes"
"S01572",0,47100,9,4,"Mid",1,"No"
"S01573",0,60200,6,5,"Mid",7,"No"
"S01574",1,31300,4,3,"Mid",1,"No"
"S01575",2,63200,3,2,"Senior",5,"Yes"
"S01576",5,44500,4,2,"Mid",1,"Yes"
"S01577",5,47500,7,5,"Senior",8,"Yes"
"S01578",4,37800,8,4,"Senior",1,"No"
"S01579",5,57600,2,4,"Mid",6,"No"
"S01580",2,45300,9,4,"Entry",1,"No"
"S01581",1,54100,7,5,"Entry",2,"No"
"S01582",3,44400,7,4,"Entry",4,"No"
"S01583",1,49400,10,5,"Entry",8,"No"
"S01584",0,41600,4,1,"Mid",3,"Yes"
"S01585",3,44800,7,5,"Entry",8,"Yes"
"S01586",4,37100,2,3,"Senior",7,"No"
"S01587",1,35100,10,4,"Mid",6,"No"
"S01588",2,76300,3,4,"Entry",10,"No"
"S01589",2,52800,2,2,"Entry",1,"Yes"
"S01590",0,25000,5,5,"Entry",6,"Yes"
"S01591",0,48200,1,1,"Entry",6,"No"
"S01592",5,64800,2,4,"Entry",10,"No"
"S01593",0,25000,6,2,"Senior",8,"No"
"S01594",0,58400,6,5,"Mid",6,"No"
"S01595",4,49100,8,2,"Entry",2,"Yes"
"S01596",3,25000,9,1,"Entry",10,"No"
"S01597",5,40400,9,5,"Mid",3,"No"
"S01598",0,46700,7,4,"Mid",2,"No"
"S01599",1,30700,10,5,"Mid",3,"Yes"
"S01600",4,38500,1,4,"Entry",1,"Yes"
"S01601",3,53400,4,3,"Executive",7,"No"
"S01602",4,53500,7,4,"Mid",5,"No"
"S01603",2,56500,2,2,"Entry",9,"No"
"S01604",4,39900,9,1,"Entry",7,"Yes"
"S01605",5,66200,1,5,"Entry",1,"No"
"S01606",4,47800,9,3,"Entry",1,"No"
"S01607",2,43400,7,3,"Mid",2,"No"
"S01608",2,46400,10,3,"Entry",7,"No"
"S01609",2,55200,6,2,"Senior",7,"No"
"S01610",5,54300,7,4,"Entry",9,"No"
"S01611",5,43000,2,3,"Senior",3,"No"
"S01612",4,64000,10,1,"Mid",3,"Yes"
"S01613",2,46700,2,1,"Entry",8,"No"
"S01614",0,60100,3,5,"Entry",6,"Yes"
"S01615",1,70400,6,1,"Senior",3,"No"
"S01616",1,42300,1,4,"Entry",8,"No"
"S01617",2,44100,4,4,"Entry",3,"Yes"
"S01618",3,33100,8,3,"Senior",6,"No"
"S01619",4,35800,8,4,"Executive",1,"No"
"S01620",1,60000,5,4,"Senior",4,"No"
"S01621",5,59800,7,3,"Mid",6,"No"
"S01622",5,25000,5,5,"Entry",5,"No"
"S01623",0,34500,4,4,"Entry",4,"No"
"S01624",3,70600,6,4,"Mid",10,"No"
"S01625",3,37200,8,2,"Entry",1,"No"
"S01626",0,46000,10,5,"Entry",4,"No"
"S01627",4,50500,1,3,"Mid",1,"No"
"S01628",4,52300,3,2,"Entry",10,"Yes"
"S01629",2,28000,4,2,"Mid",4,"No"
"S01630",0,52300,5,5,"Entry",3,"Yes"
"S01631",0,25000,1,4,"Entry",7,"No"
"S01632",5,40100,9,3,"Mid",6,"No"
"S01633",0,44500,8,5,"Mid",6,"No"
"S01634",2,25400,2,2,"Entry",10,"No"
"S01635",1,59800,5,1,"Senior",3,"No"
"S01636",4,36200,9,3,"Entry",6,"No"
"S01637",2,75000,3,1,"Entry",3,"No"
"S01638",2,56100,5,4,"Mid",7,"No"
"S01639",5,46200,9,5,"Entry",2,"No"
"S01640",2,60900,6,4,"Mid",9,"No"
"S01641",5,25000,5,5,"Mid",10,"No"
"S01642",5,52600,8,2,"Mid",2,"No"
"S01643",0,31000,5,4,"Senior",1,"No"
"S01644",2,62100,9,1,"Senior",4,"Yes"
"S01645",1,43100,3,2,"Executive",8,"No"
"S01646",3,25000,1,5,"Mid",7,"No"
"S01647",2,29300,4,2,"Entry",6,"No"
"S01648",5,49900,7,1,"Entry",10,"No"
"S01649",1,55000,3,3,"Entry",7,"Yes"
"S01650",5,26400,10,5,"Entry",4,"No"
"S01651",0,25000,8,3,"Mid",8,"No"
"S01652",3,43400,2,2,"Mid",4,"No"
"S01653",4,73900,9,4,"Entry",10,"No"
"S01654",4,41800,3,5,"Senior",8,"Yes"
"S01655",0,53200,6,2,"Mid",5,"No"
"S01656",0,25000,7,5,"Entry",9,"Yes"
"S01657",4,90400,5,1,"Entry",7,"No"
"S01658",0,33300,10,2,"Entry",10,"No"
"S01659",4,51300,5,4,"Entry",10,"No"
"S01660",0,25000,1,5,"Senior",6,"No"
"S01661",4,56000,4,4,"Mid",2,"Yes"
"S01662",1,40900,1,4,"Entry",6,"No"
"S01663",0,53400,9,1,"Entry",1,"No"
"S01664",4,45400,9,3,"Mid",2,"No"
"S01665",0,57000,5,2,"Senior",5,"No"
"S01666",4,65500,5,3,"Entry",7,"No"
"S01667",4,28700,5,3,"Mid",1,"No"
"S01668",5,74800,7,1,"Senior",2,"No"
"S01669",5,39100,6,4,"Mid",4,"Yes"
"S01670",3,56600,2,4,"Senior",9,"No"
"S01671",0,36500,10,2,"Entry",8,"No"
"S01672",1,51700,3,1,"Mid",10,"No"
"S01673",2,44200,5,5,"Entry",9,"Yes"
"S01674",2,79600,7,4,"Mid",4,"Yes"
"S01675",5,38200,2,2,"Entry",7,"No"
"S01676",0,73900,4,5,"Mid",3,"No"
"S01677",5,34700,1,3,"Entry",8,"No"
"S01678",4,73900,7,1,"Mid",7,"No"
"S01679",4,64600,2,5,"Mid",8,"No"
"S01680",1,44300,8,4,"Senior",9,"No"
"S01681",0,47300,10,2,"Mid",6,"No"
"S01682",2,52300,1,2,"Mid",4,"Yes"
"S01683",1,50000,2,1,"Mid",3,"No"
"S01684",0,56000,8,3,"Entry",3,"No"
"S01685",0,51700,5,4,"Mid",6,"No"
"S01686",5,34900,5,3,"Mid",8,"No"
"S01687",5,42000,7,1,"Entry",8,"No"
"S01688",0,54200,4,1,"Executive",8,"No"
"S01689",3,33800,9,3,"Entry",9,"No"
"S01690",1,42000,3,5,"Entry",1,"No"
"S01691",0,57900,8,5,"Entry",7,"No"
"S01692",5,53600,3,1,"Entry",10,"No"
"S01693",1,45600,8,5,"Entry",9,"No"
"S01694",2,65200,1,5,"Entry",2,"No"
"S01695",0,64500,10,2,"Entry",4,"No"
"S01696",4,41100,10,3,"Mid",6,"Yes"
"S01697",0,59900,7,2,"Entry",4,"No"
"S01698",0,36500,1,2,"Mid",9,"No"
"S01699",1,53900,2,1,"Entry",10,"No"
"S01700",1,53700,1,1,"Senior",1,"No"
"S01701",5,50000,10,1,"Senior",9,"No"
"S01702",3,46000,3,2,"Entry",10,"No"
"S01703",0,50800,9,4,"Mid",1,"No"
"S01704",5,49800,1,2,"Mid",1,"No"
"S01705",2,25000,3,2,"Entry",5,"No"
"S01706",1,70700,2,2,"Entry",1,"Yes"
"S01707",3,59400,5,5,"Mid",10,"No"
"S01708",4,43100,7,5,"Entry",9,"No"
"S01709",4,64200,6,1,"Senior",6,"No"
"S01710",3,42200,10,2,"Executive",9,"No"
"S01711",5,25000,5,2,"Entry",5,"Yes"
"S01712",4,55000,3,1,"Mid",6,"No"
"S01713",0,25900,7,3,"Mid",2,"Yes"
"S01714",1,29900,9,4,"Senior",9,"No"
"S01715",2,33700,2,4,"Mid",3,"No"
"S01716",4,51400,6,3,"Mid",5,"No"
"S01717",0,52500,5,1,"Mid",8,"No"
"S01718",5,65800,9,3,"Entry",5,"No"
"S01719",1,31500,8,4,"Executive",10,"No"
"S01720",0,39000,9,3,"Entry",4,"No"
"S01721",0,69200,7,2,"Entry",4,"Yes"
"S01722",5,57800,5,5,"Entry",5,"Yes"
"S01723",1,54600,4,2,"Entry",3,"No"
"S01724",4,49400,8,4,"Mid",10,"No"
"S01725",4,56000,2,5,"Entry",4,"No"
"S01726",0,50400,1,5,"Entry",5,"No"
"S01727",3,51500,3,3,"Entry",4,"No"
"S01728",4,56900,7,2,"Entry",3,"No"
"S01729",0,36300,1,3,"Entry",1,"Yes"
"S01730",5,52800,5,4,"Senior",2,"No"
"S01731",2,25000,5,5,"Mid",9,"No"
"S01732",2,50100,3,3,"Entry",10,"Yes"
"S01733",3,42500,1,5,"Entry",2,"No"
"S01734",5,62200,5,2,"Senior",2,"No"
"S01735",0,29000,8,4,"Entry",5,"Yes"
"S01736",2,52900,9,2,"Entry",10,"Yes"
"S01737",5,59300,6,3,"Senior",9,"No"
"S01738",4,61200,1,3,"Entry",3,"No"
"S01739",0,40200,5,1,"Mid",9,"No"
"S01740",3,44700,2,2,"Entry",4,"No"
"S01741",3,56200,1,4,"Senior",3,"No"
"S01742",4,32700,3,5,"Entry",5,"No"
"S01743",2,43300,10,1,"Executive",7,"No"
"S01744",5,36900,5,4,"Mid",7,"No"
"S01745",2,25000,9,2,"Entry",2,"No"
"S01746",3,72000,7,5,"Mid",7,"No"
"S01747",1,50400,6,4,"Senior",7,"No"
"S01748",5,34300,9,1,"Entry",2,"Yes"
"S01749",5,25000,6,5,"Senior",10,"No"
"S01750",5,54800,4,2,"Entry",9,"No"
"S01751",3,26500,7,5,"Entry",8,"No"
"S01752",5,40000,2,2,"Entry",2,"No"
"S01753",3,49300,2,3,"Senior",6,"No"
"S01754",0,31400,6,3,"Executive",8,"No"
"S01755",4,74800,5,2,"Senior",9,"No"
"S01756",0,34600,6,4,"Entry",1,"No"
"S01757",3,31400,2,1,"Executive",7,"No"
"S01758",0,53400,2,3,"Entry",10,"No"
"S01759",2,44700,1,4,"Entry",5,"No"
"S01760",3,79000,2,5,"Entry",9,"No"
"S01761",2,71100,10,3,"Executive",9,"Yes"
"S01762",2,72500,7,4,"Mid",3,"No"
"S01763",4,58200,2,1,"Entry",10,"No"
"S01764",2,60100,3,5,"Mid",7,"No"
"S01765",0,44400,6,3,"Entry",3,"No"
"S01766",0,60100,6,3,"Entry",4,"No"
"S01767",5,40100,10,1,"Entry",8,"No"
"S01768",1,48000,9,2,"Entry",1,"No"
"S01769",4,29200,2,3,"Entry",4,"Yes"
"S01770",5,43400,7,2,"Mid",4,"No"
"S01771",5,58400,1,1,"Entry",3,"Yes"
"S01772",5,66400,6,1,"Mid",2,"No"
"S01773",1,56800,9,4,"Mid",8,"No"
"S01774",2,70600,8,3,"Mid",6,"No"
"S01775",5,28700,6,5,"Entry",2,"No"
"S01776",3,57900,6,5,"Entry",8,"No"
"S01777",0,36800,6,1,"Entry",8,"No"
"S01778",3,56300,8,5,"Entry",7,"Yes"
"S01779",1,37800,2,5,"Mid",8,"No"
"S01780",5,41500,9,5,"Mid",9,"No"
"S01781",1,62800,10,4,"Entry",3,"Yes"
"S01782",0,53700,8,4,"Mid",2,"No"
"S01783",5,37500,2,1,"Entry",7,"No"
"S01784",1,27400,8,5,"Entry",2,"No"
"S01785",3,36800,1,1,"Mid",3,"No"
"S01786",1,48900,6,1,"Mid",6,"No"
"S01787",3,31800,6,1,"Entry",9,"No"
"S01788",5,53700,9,4,"Mid",9,"No"
"S01789",2,33500,9,4,"Mid",10,"No"
"S01790",5,47100,5,3,"Entry",2,"No"
"S01791",4,54900,1,5,"Senior",1,"No"
"S01792",0,42700,1,2,"Entry",6,"No"
"S01793",1,65900,7,4,"Entry",7,"Yes"
"S01794",5,55500,4,2,"Mid",8,"No"
"S01795",0,36100,9,5,"Senior",4,"No"
